user_id,danceability,energy,valence,acousticness,tempo,loudness,genres,artists,popular_tracks,song_count
1,0.782999999999999,0.821750000000001,0.86035,0.422579535,50.0294999999999,-54.702,Counter(),"Counter({'Cephalic Carnage': 4, 'The Hands': 1, 'Chingo Bling': 1, 'LaTasha': 1, 'Slovak Radio Symphony Orchestra': 1, 'Peter Breiner': 1, 'Various Artists': 1, 'Toxic Holocaust': 1, 'Kip Hanrahan': 1, 'Rose Polenzani With Session Americana': 1, 'Adrenaline Factor': 1, 'Little Scream': 1, 'Dawnbringer': 1, 'One Inch Of Shadow': 1, ""Dali's Dilemma"": -1, 'Sudha': -1, 'Nolton Semien': -1, 'ZAYSAVAGE': -1, 'Echo Depth Finders': -1, 'Black Mekon': -1, 'Faye Webster': -1, 'Herb Ernst': -1, 'Sirius Beat': -1, 'iamamiwhoami': -1, 'Hubert von Goisern und die Alpinkatzen': -2})","Counter({'3gQrYAlg7BwIXWM9lUJTHA': 4, '4FidQ2zvPtfkQnyEoLEBd3': 1, '3TtUQd147U2nyj6nveLVHc': 1, '001MyPLjedZDcQSYYlaV7Q': 1, '5GoVYWBTj2FR1w5BLUHCah': 1, '6byywtPRb07UR1m65dsqrd': 1, '1huO8AvE18mrpvNdLHimAX': 1, '3bd1Ql0svfheWVnQnzquZL': 1, '6QQypKnbYz22NSwZXeNsru': 1, '550TzZo3KoCgcIo6rFURzX': 1, '7npkS1X6MZXs80shDJHhzX': 1, '2EPHEQq7uEubRPvVQVmhHL': -1, '3GF5bCzRFYIDG7uDuA2OfS': -1, '7kPz2az1wtRH0BtE4m2wNQ': -1, '39LP4P0gbNMq98WnfFAQnu': -1, '7AtmaWJymDCwZdQkNTArpO': -1, '6qO949WBR4Desmq7txqC6U': -1, '5Ch5DnYhQB2j0kzxngTybS': -1, '3cHImCGoeK6UhFyUeZOsrI': -1, '2woIqJia19oYEII9j80azR': -1, '78b7hkQ2IKIvzVDfr3pEgz': -1, '3ZvLh3IKxxrqNwAbc1Brqr': -2})",26
